ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
6048,42,management,married,tertiary,no,99,no,no,cellular,21,aug,92,4,-1,0,unknown,0
6049,49,blue-collar,married,secondary,no,3677,yes,no,cellular,23,jul,276,3,-1,0,unknown,0
6050,46,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,120,2,-1,0,unknown,0
6051,30,blue-collar,married,primary,no,714,yes,no,cellular,15,may,199,1,-1,0,unknown,0
6052,50,management,married,unknown,no,5043,yes,yes,cellular,8,apr,201,1,-1,0,unknown,0
6053,37,technician,married,secondary,no,5115,yes,no,unknown,30,may,45,4,-1,0,unknown,0
6054,43,technician,married,secondary,no,275,no,no,cellular,25,aug,69,6,-1,0,unknown,0
6055,45,technician,married,secondary,no,256,no,no,cellular,18,aug,119,7,-1,0,unknown,0
6056,29,blue-collar,married,secondary,no,-114,yes,no,cellular,15,may,132,2,359,2,failure,0
6057,31,technician,single,tertiary,no,50,no,no,cellular,21,aug,794,1,-1,0,unknown,0
6058,37,admin.,married,secondary,no,68,yes,yes,cellular,13,may,151,2,351,1,failure,0
6059,36,self-employed,married,secondary,no,96,no,no,cellular,27,aug,125,15,-1,0,unknown,0
6060,44,entrepreneur,married,tertiary,no,1,yes,no,cellular,13,may,123,2,-1,0,unknown,0
6061,55,blue-collar,married,secondary,no,1569,yes,no,cellular,8,may,156,4,-1,0,unknown,0
6062,33,blue-collar,married,primary,no,681,yes,no,cellular,20,apr,222,1,-1,0,unknown,0
6063,48,technician,married,secondary,no,480,no,yes,cellular,23,jul,371,1,-1,0,unknown,0
6064,35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,314,2,124,1,failure,0
6065,37,admin.,divorced,tertiary,no,43,yes,no,cellular,30,jul,65,2,-1,0,unknown,0
6066,33,management,married,tertiary,no,1817,no,no,cellular,21,nov,55,1,-1,0,unknown,0
6067,30,self-employed,single,secondary,no,311,yes,yes,unknown,28,may,198,3,-1,0,unknown,0
6068,57,technician,divorced,secondary,no,2352,yes,no,cellular,21,nov,757,2,-1,0,unknown,0
6069,46,admin.,single,secondary,no,-136,yes,no,unknown,28,may,223,1,-1,0,unknown,0
6070,36,management,married,tertiary,no,0,no,yes,cellular,4,aug,89,1,-1,0,unknown,0
6071,43,blue-collar,divorced,unknown,yes,1,no,no,unknown,20,jun,188,1,-1,0,unknown,0
6072,35,self-employed,single,secondary,no,250,no,no,unknown,20,jun,170,1,-1,0,unknown,0
6073,40,blue-collar,married,secondary,no,61,yes,no,unknown,7,may,112,3,-1,0,unknown,0
6074,54,management,married,tertiary,no,55,yes,no,cellular,2,jun,112,2,-1,0,unknown,0
6075,42,technician,married,tertiary,no,246,yes,no,telephone,12,may,360,2,-1,0,unknown,0
6076,42,management,married,tertiary,no,520,no,no,cellular,4,nov,158,1,-1,0,unknown,0
6077,33,blue-collar,single,secondary,no,-147,yes,no,unknown,30,may,652,2,-1,0,unknown,0
6078,58,retired,married,primary,no,121,yes,no,unknown,5,may,50,1,-1,0,unknown,0
6079,28,technician,single,tertiary,no,-803,yes,yes,unknown,11,jun,222,9,-1,0,unknown,0
6080,39,retired,married,tertiary,no,855,yes,no,unknown,21,may,786,2,-1,0,unknown,0
6081,43,blue-collar,married,primary,no,1211,yes,no,unknown,6,may,208,3,-1,0,unknown,0
6082,48,admin.,single,secondary,no,96,yes,no,unknown,8,may,255,1,-1,0,unknown,0
6083,47,technician,married,secondary,no,0,no,no,cellular,19,aug,203,2,-1,0,unknown,0
6084,37,admin.,married,secondary,no,176,yes,no,cellular,5,may,147,2,347,1,failure,0
6085,51,management,married,tertiary,no,437,yes,no,cellular,6,may,109,1,-1,0,unknown,0
6086,46,entrepreneur,married,secondary,no,4000,no,no,cellular,30,jul,251,3,-1,0,unknown,0
6087,40,services,single,secondary,no,546,yes,no,unknown,6,jun,219,1,-1,0,unknown,0
6088,36,housemaid,married,primary,no,531,no,no,cellular,28,apr,151,3,-1,0,unknown,0
6089,51,management,married,tertiary,no,-3,no,no,cellular,21,aug,79,2,-1,0,unknown,0
6090,43,entrepreneur,married,secondary,no,3862,yes,no,unknown,3,jun,102,1,-1,0,unknown,0
6091,58,retired,married,secondary,no,992,no,no,cellular,25,jul,46,1,-1,0,unknown,0
6092,58,housemaid,married,primary,no,7881,no,no,cellular,28,aug,507,8,-1,0,unknown,0
6093,33,blue-collar,married,secondary,no,7048,yes,no,cellular,17,apr,71,2,-1,0,unknown,0
6094,23,student,single,tertiary,no,577,no,no,cellular,27,apr,44,3,-1,0,unknown,0
6095,41,management,married,tertiary,no,5883,no,no,cellular,20,nov,182,2,-1,0,unknown,0
6096,52,entrepreneur,married,primary,no,657,no,no,telephone,7,dec,91,2,217,1,other,0
6097,42,blue-collar,married,secondary,no,-422,no,no,cellular,9,jul,31,1,-1,0,unknown,0
6098,34,technician,married,secondary,no,1246,no,no,unknown,28,may,88,3,-1,0,unknown,0
6099,52,admin.,married,secondary,no,722,no,no,cellular,24,apr,60,3,-1,0,unknown,0
6100,32,management,married,tertiary,no,6138,no,no,cellular,3,sep,251,3,36,11,success,0
6101,40,self-employed,married,tertiary,no,642,no,no,cellular,18,nov,147,3,-1,0,unknown,0
6102,60,retired,married,secondary,no,0,no,no,cellular,25,aug,87,2,-1,0,unknown,0
6103,30,management,single,tertiary,no,11278,no,no,cellular,4,may,256,3,-1,0,unknown,0
6104,36,management,single,tertiary,no,265,yes,no,cellular,17,apr,140,1,-1,0,unknown,0
6105,40,services,married,secondary,no,1116,yes,no,cellular,12,may,350,5,286,2,failure,0
6106,38,management,married,secondary,no,3840,yes,yes,cellular,17,nov,62,1,-1,0,unknown,0
6107,34,blue-collar,married,secondary,no,452,yes,no,unknown,15,may,90,3,-1,0,unknown,0
6108,52,entrepreneur,married,primary,no,2138,no,no,unknown,17,jun,134,1,-1,0,unknown,0
6109,49,entrepreneur,divorced,secondary,no,816,yes,no,cellular,14,may,12,7,-1,0,unknown,0
6110,50,admin.,married,primary,no,495,no,no,cellular,28,jan,93,1,-1,0,unknown,0
6111,46,services,married,secondary,no,271,yes,no,unknown,16,may,134,4,-1,0,unknown,0
6112,40,services,married,secondary,no,256,yes,no,unknown,16,jun,95,6,-1,0,unknown,0
6113,37,management,married,tertiary,no,19,yes,no,cellular,7,may,580,2,-1,0,unknown,0
6114,50,blue-collar,married,primary,no,65,yes,no,telephone,12,may,11,1,-1,0,unknown,0
6115,43,admin.,married,secondary,no,6220,yes,no,unknown,2,jun,200,2,-1,0,unknown,0
6116,34,blue-collar,married,primary,no,267,yes,no,unknown,7,may,362,1,-1,0,unknown,0
6117,43,admin.,married,primary,no,392,yes,yes,cellular,4,feb,110,1,208,2,failure,0
6118,37,blue-collar,divorced,secondary,no,638,yes,no,cellular,8,may,326,1,326,2,success,0
6119,53,self-employed,married,tertiary,no,1907,yes,no,unknown,2,jun,72,3,-1,0,unknown,0
6120,40,blue-collar,single,secondary,no,677,yes,no,cellular,17,nov,619,1,171,5,other,0
6121,42,blue-collar,single,primary,no,156,yes,no,telephone,15,may,7,4,371,5,failure,0
6122,48,admin.,divorced,unknown,no,244,yes,no,unknown,9,may,280,1,-1,0,unknown,0
6123,41,services,divorced,secondary,no,2769,yes,no,unknown,18,jun,96,3,-1,0,unknown,0
6124,51,unemployed,married,secondary,no,3640,no,no,telephone,5,feb,295,6,-1,0,unknown,0
6125,58,management,married,secondary,no,-382,no,no,telephone,5,feb,398,4,189,12,success,0
6126,37,services,single,secondary,no,1950,yes,no,unknown,13,may,370,1,-1,0,unknown,0
6127,49,technician,divorced,primary,no,1807,no,yes,unknown,3,jul,122,3,-1,0,unknown,0
6128,38,admin.,married,primary,no,1487,no,no,unknown,9,jun,332,2,-1,0,unknown,0
6129,46,blue-collar,married,secondary,no,-371,yes,no,unknown,27,may,138,1,-1,0,unknown,0
6130,54,retired,married,secondary,no,529,yes,no,unknown,5,may,1492,1,-1,0,unknown,0
6131,68,retired,married,tertiary,no,2820,no,no,cellular,28,aug,109,2,-1,0,unknown,0
6132,49,admin.,married,secondary,yes,15,no,no,unknown,12,may,290,5,-1,0,unknown,0
6133,30,management,single,tertiary,no,894,no,no,cellular,12,aug,312,6,-1,0,unknown,0
6134,31,technician,single,secondary,no,1819,yes,no,unknown,15,may,226,2,-1,0,unknown,0
6135,27,services,single,secondary,no,70,yes,no,cellular,11,jul,170,1,-1,0,unknown,0
6136,37,technician,married,secondary,no,101,no,no,cellular,17,jul,130,1,-1,0,unknown,0
6137,47,admin.,married,secondary,no,769,yes,no,cellular,13,aug,151,2,-1,0,unknown,0
6138,57,blue-collar,divorced,secondary,no,311,yes,no,cellular,11,may,200,2,-1,0,unknown,0
6139,45,services,married,primary,no,60,no,no,unknown,9,jun,349,2,-1,0,unknown,0
6140,59,technician,divorced,secondary,no,-296,no,yes,cellular,29,jan,34,1,-1,0,unknown,0
6141,36,self-employed,single,secondary,no,245,yes,no,cellular,20,apr,8,2,-1,0,unknown,0
6142,39,management,married,tertiary,no,55,no,no,cellular,31,jul,216,4,-1,0,unknown,0
6143,46,management,married,tertiary,no,699,no,no,cellular,2,feb,241,1,-1,0,unknown,0
6144,57,management,married,tertiary,no,1341,yes,no,unknown,8,may,339,2,-1,0,unknown,0
6145,31,admin.,single,secondary,no,2076,no,yes,cellular,18,nov,178,1,127,7,other,0
6146,42,management,married,tertiary,no,843,no,yes,cellular,15,jul,226,3,-1,0,unknown,0
6147,33,blue-collar,married,secondary,no,1138,yes,yes,unknown,23,may,509,1,-1,0,unknown,0
6148,25,management,single,tertiary,no,1270,yes,no,unknown,13,may,124,2,-1,0,unknown,0
6149,54,services,divorced,unknown,no,2177,no,no,unknown,20,may,134,5,-1,0,unknown,0
6150,52,blue-collar,married,primary,no,863,no,no,cellular,8,may,224,2,170,3,failure,0
6151,28,management,married,tertiary,no,82,yes,yes,unknown,16,may,225,1,-1,0,unknown,0
6152,30,management,single,tertiary,no,2995,yes,no,cellular,18,nov,329,1,-1,0,unknown,0
6153,51,technician,married,tertiary,no,4455,no,no,telephone,14,aug,85,4,-1,0,unknown,0
6154,60,retired,married,secondary,no,89,no,no,cellular,30,apr,156,2,-1,0,unknown,0
6155,58,technician,married,tertiary,no,12322,no,no,telephone,2,jun,306,2,-1,0,unknown,0
6156,43,entrepreneur,married,tertiary,no,5506,no,yes,unknown,6,jun,141,1,-1,0,unknown,0
6157,35,blue-collar,married,secondary,no,362,yes,no,unknown,12,may,363,2,-1,0,unknown,0
6158,57,retired,married,primary,no,2927,no,yes,telephone,30,jul,78,5,-1,0,unknown,0
6159,33,entrepreneur,married,tertiary,no,127,no,yes,cellular,9,jul,279,1,-1,0,unknown,0
6160,42,blue-collar,married,primary,no,-10,yes,no,unknown,9,may,291,4,-1,0,unknown,0
6161,46,management,married,tertiary,no,39,yes,yes,cellular,21,nov,64,1,-1,0,unknown,0
6162,30,blue-collar,married,secondary,no,450,no,no,unknown,6,may,526,2,-1,0,unknown,0
6163,58,retired,divorced,primary,no,720,no,no,telephone,22,may,250,1,94,4,success,0
6164,38,management,married,tertiary,no,-239,yes,no,unknown,2,jun,221,2,-1,0,unknown,0
6165,28,student,single,tertiary,no,290,yes,no,telephone,27,nov,24,1,-1,0,unknown,0
6166,38,unknown,married,unknown,no,653,no,no,telephone,29,aug,17,18,-1,0,unknown,0
6167,33,technician,single,tertiary,no,461,yes,no,cellular,4,feb,189,1,-1,0,unknown,0
6168,26,blue-collar,single,secondary,no,123,no,yes,cellular,7,jul,209,1,-1,0,unknown,0
6169,47,management,married,tertiary,no,337,no,no,telephone,30,jul,300,5,-1,0,unknown,0
6170,47,self-employed,married,secondary,no,0,no,no,unknown,26,jun,174,8,-1,0,unknown,0
6171,32,management,married,tertiary,no,-55,yes,no,cellular,26,aug,107,4,-1,0,unknown,0
6172,34,management,single,tertiary,no,72,yes,no,unknown,26,may,118,2,-1,0,unknown,0
6173,45,admin.,married,secondary,no,111,yes,no,cellular,11,aug,173,1,-1,0,unknown,0
6174,26,student,single,tertiary,no,2182,yes,no,cellular,12,may,42,1,292,1,other,0
6175,32,services,married,secondary,no,1398,yes,yes,cellular,15,may,233,1,-1,0,unknown,0
6176,36,services,married,secondary,no,812,yes,yes,cellular,2,feb,138,2,-1,0,unknown,0
6177,34,blue-collar,single,secondary,no,4963,yes,no,cellular,18,jul,226,1,-1,0,unknown,0
6178,49,management,married,secondary,no,4848,no,no,unknown,12,jun,113,1,-1,0,unknown,0
6179,45,technician,divorced,secondary,no,5862,yes,no,cellular,18,nov,352,1,110,3,other,0
6180,46,admin.,married,secondary,no,1069,yes,no,unknown,8,may,45,2,-1,0,unknown,0
6181,56,admin.,single,secondary,no,1854,yes,no,telephone,7,may,45,1,342,2,failure,0
6182,41,technician,single,secondary,no,-3,no,no,cellular,8,jul,413,1,-1,0,unknown,0
6183,37,blue-collar,married,secondary,no,4321,no,no,cellular,8,sep,421,2,95,1,success,0
6184,39,housemaid,married,secondary,no,4136,yes,no,cellular,19,nov,194,2,170,3,failure,0
6185,52,services,divorced,secondary,no,2455,no,no,cellular,25,jul,289,1,-1,0,unknown,0
6186,26,student,single,secondary,no,3096,yes,no,unknown,14,may,107,1,-1,0,unknown,0
6187,33,technician,single,secondary,no,14,yes,no,unknown,12,may,188,1,-1,0,unknown,0
6188,41,self-employed,single,tertiary,no,0,no,no,cellular,18,nov,256,1,-1,0,unknown,0
6189,35,management,married,secondary,no,0,no,yes,unknown,4,jul,121,1,-1,0,unknown,0
6190,26,technician,married,unknown,no,-277,yes,no,cellular,16,apr,1018,2,-1,0,unknown,0
6191,59,unemployed,married,primary,no,46,no,no,telephone,29,jul,44,2,-1,0,unknown,0
6192,65,management,married,secondary,no,5251,no,no,telephone,14,apr,226,5,-1,0,unknown,0
6193,30,admin.,single,secondary,no,154,yes,no,cellular,21,nov,24,2,-1,0,unknown,0
6194,32,technician,married,tertiary,no,0,yes,no,cellular,2,jun,149,1,-1,0,unknown,0
6195,34,management,single,tertiary,no,9,no,no,cellular,11,jul,439,2,-1,0,unknown,0
6196,36,self-employed,single,tertiary,no,1923,no,no,unknown,19,jun,219,1,-1,0,unknown,0
6197,48,technician,married,secondary,no,1526,no,no,cellular,6,aug,273,2,-1,0,unknown,0
6198,44,blue-collar,married,secondary,no,0,no,no,cellular,5,may,113,2,-1,0,unknown,0
6199,31,management,single,tertiary,no,18,no,no,cellular,22,aug,332,3,-1,0,unknown,0
6200,47,blue-collar,married,secondary,no,3008,yes,yes,unknown,15,may,236,3,-1,0,unknown,0
6201,31,management,single,tertiary,no,2007,yes,no,unknown,20,may,253,1,-1,0,unknown,0
6202,48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,0
6203,54,technician,divorced,secondary,no,136,no,yes,cellular,10,jul,151,4,-1,0,unknown,0
6204,25,blue-collar,single,secondary,no,-375,yes,no,cellular,14,jul,61,2,-1,0,unknown,0
6205,59,retired,married,secondary,no,17769,no,no,cellular,19,nov,322,3,-1,0,unknown,0
6206,36,self-employed,married,tertiary,no,506,no,no,cellular,25,aug,47,1,120,1,failure,0
6207,33,management,married,tertiary,no,1165,yes,no,unknown,4,jun,462,2,-1,0,unknown,0
6208,52,technician,married,secondary,no,2095,yes,yes,cellular,19,aug,419,4,-1,0,unknown,0
6209,49,services,married,secondary,no,314,no,no,cellular,20,aug,30,2,-1,0,unknown,0
6210,41,blue-collar,married,secondary,no,433,yes,no,cellular,16,apr,75,1,-1,0,unknown,0
6211,56,unemployed,married,primary,no,0,yes,no,unknown,26,may,250,1,-1,0,unknown,0
6212,39,unemployed,married,primary,no,7372,no,no,unknown,9,jun,76,1,-1,0,unknown,0
6213,44,admin.,divorced,secondary,no,738,yes,no,cellular,11,may,55,1,171,8,failure,0
6214,41,technician,married,secondary,no,77,yes,no,cellular,7,may,56,1,-1,0,unknown,0
6215,30,technician,single,secondary,no,846,no,no,cellular,2,nov,75,2,-1,0,unknown,0
6216,39,blue-collar,married,secondary,no,648,yes,no,cellular,29,jan,85,2,240,1,failure,0
6217,34,admin.,married,secondary,no,613,yes,no,cellular,4,jun,80,1,-1,0,unknown,0
6218,40,admin.,single,secondary,no,877,yes,no,cellular,21,nov,12,3,177,6,failure,0
6219,58,management,married,tertiary,no,3768,yes,no,unknown,18,jun,316,1,-1,0,unknown,0
6220,30,technician,single,tertiary,no,2325,no,no,cellular,5,apr,270,3,241,4,other,0
6221,35,blue-collar,married,secondary,no,210,yes,no,cellular,30,jan,626,3,-1,0,unknown,0
6222,59,retired,divorced,primary,no,217,yes,no,unknown,26,may,574,3,-1,0,unknown,0
6223,23,blue-collar,single,secondary,no,5145,yes,no,unknown,30,may,229,3,-1,0,unknown,0
6224,50,services,married,secondary,no,1545,no,no,cellular,28,aug,56,8,-1,0,unknown,0
6225,45,admin.,married,secondary,no,1435,yes,no,cellular,11,aug,201,1,103,1,failure,0
6226,31,self-employed,single,tertiary,no,96,no,no,cellular,5,feb,577,1,-1,0,unknown,0
6227,30,admin.,single,secondary,no,2702,yes,no,cellular,24,jul,129,2,-1,0,unknown,0
6228,32,blue-collar,single,secondary,no,70,yes,no,unknown,26,may,118,6,-1,0,unknown,0
6229,40,management,married,tertiary,no,3812,no,no,cellular,6,aug,58,4,-1,0,unknown,0
6230,46,management,single,secondary,no,5993,no,no,cellular,22,sep,159,1,112,1,failure,0
6231,35,management,single,tertiary,no,252,yes,no,cellular,8,aug,89,2,-1,0,unknown,0
6232,38,blue-collar,married,primary,no,1576,yes,no,cellular,16,apr,144,1,328,2,other,0
6233,51,entrepreneur,married,tertiary,no,3,no,no,cellular,19,nov,276,2,-1,0,unknown,0
6234,48,management,divorced,tertiary,no,15,no,no,unknown,6,nov,88,1,-1,0,unknown,0
6235,31,technician,single,tertiary,no,426,yes,no,unknown,23,may,82,7,-1,0,unknown,0
6236,39,technician,divorced,secondary,no,8,no,no,cellular,29,aug,1028,2,-1,0,unknown,0
6237,32,management,single,tertiary,no,19985,no,no,cellular,9,feb,616,5,-1,0,unknown,0
6238,46,blue-collar,divorced,primary,yes,-17,no,yes,cellular,4,feb,81,2,-1,0,unknown,0
6239,46,technician,married,secondary,no,520,no,no,cellular,25,aug,61,4,-1,0,unknown,0
6240,34,management,married,tertiary,no,967,yes,no,unknown,20,may,415,2,-1,0,unknown,0
6241,53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153,1,-1,0,unknown,0
6242,57,retired,married,primary,no,341,yes,no,telephone,18,may,27,10,-1,0,unknown,0
6243,51,retired,married,primary,no,34,yes,no,cellular,16,jul,69,2,-1,0,unknown,0
6244,43,blue-collar,divorced,primary,no,92,yes,no,unknown,15,may,237,2,-1,0,unknown,0
6245,49,management,married,tertiary,no,0,no,no,cellular,27,aug,56,6,-1,0,unknown,0
6246,31,technician,single,secondary,no,1094,yes,no,unknown,12,jun,93,8,-1,0,unknown,0
6247,54,self-employed,married,secondary,no,9,yes,no,cellular,22,jul,113,2,-1,0,unknown,0
6248,24,student,single,secondary,no,1719,no,no,cellular,13,aug,161,4,-1,0,unknown,0
6249,33,self-employed,single,tertiary,no,9670,no,no,cellular,20,nov,204,1,-1,0,unknown,0
6250,33,technician,married,secondary,no,1264,no,yes,cellular,8,aug,100,6,-1,0,unknown,0
6251,26,services,married,secondary,no,0,yes,no,cellular,18,may,130,4,-1,0,unknown,0
6252,37,unemployed,divorced,primary,no,849,yes,no,unknown,7,may,166,1,-1,0,unknown,0
6253,53,management,married,tertiary,no,1348,no,yes,cellular,17,jul,120,3,-1,0,unknown,0
6254,30,blue-collar,single,secondary,no,-276,no,yes,cellular,4,feb,361,8,-1,0,unknown,0
6255,48,blue-collar,married,secondary,no,2008,no,no,cellular,21,aug,238,4,-1,0,unknown,0
6256,23,blue-collar,single,primary,no,145,yes,no,unknown,4,jun,1519,1,-1,0,unknown,0
6257,47,management,married,tertiary,yes,-337,no,yes,cellular,29,jan,243,4,161,2,failure,0
6258,45,management,married,tertiary,no,-61,no,no,cellular,30,jan,90,5,172,1,failure,0
6259,52,management,married,tertiary,no,2635,no,no,cellular,6,sep,313,1,108,8,success,0
6260,30,self-employed,single,secondary,no,280,no,no,telephone,5,may,92,3,-1,0,unknown,0
6261,40,admin.,married,secondary,no,526,yes,no,cellular,8,may,851,1,-1,0,unknown,0
6262,18,student,single,secondary,no,156,no,no,cellular,4,nov,298,2,82,4,other,0
6263,25,management,single,tertiary,no,808,no,no,cellular,27,may,268,2,-1,0,unknown,0
6264,38,management,single,tertiary,no,1515,yes,no,cellular,18,nov,134,1,110,5,failure,0
6265,28,management,married,tertiary,no,1918,no,no,cellular,18,oct,333,1,616,1,failure,0
6266,36,admin.,married,secondary,no,313,yes,no,telephone,4,feb,403,2,-1,0,unknown,0
6267,52,admin.,married,primary,no,2255,yes,no,unknown,30,may,178,2,-1,0,unknown,0
6268,31,admin.,single,tertiary,no,4129,no,no,cellular,2,mar,105,1,182,1,failure,0
6269,32,technician,married,secondary,no,1830,yes,no,unknown,21,may,293,1,-1,0,unknown,0
6270,59,retired,married,secondary,no,3353,no,no,unknown,12,jun,148,1,-1,0,unknown,0
6271,60,management,married,tertiary,no,6657,yes,no,cellular,29,jul,333,19,-1,0,unknown,0
6272,30,technician,single,secondary,no,224,yes,no,cellular,8,aug,298,2,-1,0,unknown,0
6273,30,services,single,secondary,no,405,yes,no,cellular,5,feb,103,1,265,2,other,0
6274,58,services,single,secondary,no,1430,yes,no,cellular,20,apr,861,6,321,5,failure,0
6275,29,technician,married,tertiary,no,197,yes,no,cellular,30,jan,103,2,-1,0,unknown,0
6276,36,management,divorced,tertiary,no,276,yes,no,cellular,22,aug,131,2,-1,0,unknown,0
6277,52,technician,married,secondary,no,2619,yes,no,cellular,18,nov,77,2,-1,0,unknown,0
6278,27,student,single,secondary,no,671,yes,no,unknown,7,may,332,2,-1,0,unknown,0
6279,27,technician,single,secondary,no,282,no,yes,cellular,9,jul,676,5,-1,0,unknown,0
